rank,tier,hostile_rank,deep_read_rank,serious_skim_rank,openalex_id,year,title,authors,venue,doi,cited_by_count,relevance_score,query_hits,family,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open,abstract_excerpt
420,landscape,,,,https://openalex.org/W2146447720,2009,Object recognition and full pose registration from a single image for robotic manipulation,Alvaro Collet; Dmitry Berenson; Siddhartha S Srinivasa; Dave Ferguson,,https://doi.org/10.1109/robot.2009.5152739,279,14.3722,3,robotic_perception_general,,,,,,,,"Robust perception is a vital capability for robotic manipulation in unstructured scenes. In this context, full pose estimation of relevant objects in a scene is a critical step towards the introduction of robots into household environments. In this paper, we present an approach for building metric 3D models of objects using local descriptors from several images. Each model is optimized to fit a set of calibrated training images, thus obtaining the best possible alignment between the 3D model and the real object. Given a new test image, we match the local descriptors to our stored models online, using a novel combination of the RANSAC and Mean"
421,landscape,,,,https://openalex.org/W2991687685,2020,6-DOF Grasping for Target-driven Object Manipulation in Clutter,Adithyavairavan Murali; Arsalan Mousavian; Clemens Eppner; Chris Paxton; Dieter Fox,,https://doi.org/10.1109/icra40945.2020.9197318,11,14.3697,2,robotic_perception_general,,,,,,,,"Grasping in cluttered environments is a fundamental but challenging robotic skill. It requires both reasoning about unseen object parts and potential collisions with the manipulator. Most existing data-driven approaches avoid this problem by limiting themselves to top-down planar grasps which is insufficient for many real-world scenarios and greatly limits possible grasps. We present a method that plans 6-DOF grasps for any desired object in a cluttered scene from partial point cloud observations. Our method achieves a grasp success of 80.3%, outperforming baseline approaches by 17.6% and clearing 9 cluttered table scenes (which contain 23 un"
422,landscape,,,,https://openalex.org/W2802115479,2018,Interlinked Visual Tracking and Robotic Manipulation of Articulated Objects,Antonio Paolillo; Kevin Chappellet; Anastasia Bolotnikova; Abderrahmane Kheddar,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2018.2835515,20,14.3656,1,robotic_perception_general,,,,,,,,"Robotic manipulation tasks require the knowledge on the configuration of the object in use. Since most objects are generally not equipped with any sensor, an estimator is required. Furthermore, if an object is articulated, i.e., includes passive joints, the estimation process has to reconstruct the pose of the object floating base and its joints variables, concurrently with the manipulation control. We address the estimation problem with an online virtual visual servoing paradigm written as a quadratic program. Our estimator is integrated in closed-loop with the manipulation control governing the robot, which is also a quadratic program. Trac"
423,landscape,,,,https://openalex.org/W4389363726,2023,RobotGPT: Robot Manipulation Learning from ChatGPT,Yixiang Jin; Dingzhe Li; A Yong; Jun Shi; Hao Peng; Fuchun Sun; et al.,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2312.01421,4,14.3633,1,robotic_perception_general,,,,,,,,"We present RobotGPT, an innovative decision framework for robotic manipulation that prioritizes stability and safety. The execution code generated by ChatGPT cannot guarantee the stability and safety of the system. ChatGPT may provide different answers for the same task, leading to unpredictability. This instability prevents the direct integration of ChatGPT into the robot manipulation loop. Although setting the temperature to 0 can generate more consistent outputs, it may cause ChatGPT to lose diversity and creativity. Our objective is to leverage ChatGPT's problem-solving capabilities in robot manipulation and train a reliable agent. The fr"
424,landscape,,,,https://openalex.org/W4389983797,2023,Bridging Language and Action: A Survey of Language-Conditioned Robot Manipulation,"Xiangtong Yao; Hongkuan Zhou; Mees, Oier; Yuan Meng; Xiao, Ted; Bisk, Yonatan; et al.",arXiv (Cornell University),https://doi.org/10.48550/arxiv.2312.10807,4,14.3633,1,robotic_perception_general,,,,,,,,"Language-conditioned robot manipulation is an emerging field aimed at enabling seamless communication and cooperation between humans and robotic agents by teaching robots to comprehend and execute instructions conveyed in natural language. This interdisciplinary area integrates scene understanding, language processing, and policy learning to bridge the gap between human instructions and robot actions. In this comprehensive survey, we systematically explore recent advancements in language-conditioned robot manipulation. We categorize existing methods based on the primary ways language is integrated into the robot system, namely language for st"
425,landscape,,,,https://openalex.org/W4386324448,2023,Challenges and Solutions for Autonomous Ground Robot Scene Understanding and Navigation in Unstructured Outdoor Environments: A Review,Liyana Wijayathunga; Alexander Rassau; Douglas Chai,Applied Sciences,https://doi.org/10.3390/app13179877,86,14.3631,7,robot_mapping_and_exploration,,,,,,,,"The capabilities of autonomous mobile robotic systems have been steadily improving due to recent advancements in computer science, engineering, and related disciplines such as cognitive science. In controlled environments, robots have achieved relatively high levels of autonomy. In more unstructured environments, however, the development of fully autonomous mobile robots remains challenging due to the complexity of understanding these environments. Many autonomous mobile robots use classical, learning-based or hybrid approaches for navigation. More recent learning-based methods may replace the complete navigation pipeline or selected stages o"
426,landscape,,,,https://openalex.org/W3018662283,2020,Homecare Robotic Systems for Healthcare 4.0: Visions and Enabling Technologies,Geng Yang; Zhibo Pang; M. Jamal Deen; Mianxiong Dong; YuanTing Zhang; Nigel H. Lovell; et al.,IEEE Journal of Biomedical and Health Informatics,https://doi.org/10.1109/jbhi.2020.2990529,204,14.3631,1,robot_mapping_and_exploration,,,,,,,,"Powered by the technologies that have originated from manufacturing, the fourth revolution of healthcare technologies is happening (Healthcare 4.0). As an example of such revolution, new generation homecare robotic systems (HRS) based on the cyber-physical systems (CPS) with higher speed and more intelligent execution are emerging. In this article, the new visions and features of the CPS-based HRS are proposed. The latest progress in related enabling technologies is reviewed, including artificial intelligence, sensing fundamentals, materials and machines, cloud computing and communication, as well as motion capture and mapping. Finally, the f"
427,landscape,,,,https://openalex.org/W1729873854,2015,Autonomy Infused Teleoperation with Application to BCI Manipulation,Katharina Mulling; Arun Venkatraman; JeanSebastien Valois; John E. Downey; Jeffrey M. Weiss; Shervin Javdani; et al.,,https://doi.org/10.15607/rss.2015.xi.039,46,14.3476,1,robotic_perception_general,,,,,,,,"Robot teleoperation systems face a common set of challenges including latency, low-dimensional user commands, and asymmetric control inputs. User control with Brain-Computer Interfaces (BCIs) exacerbates these problems through especially noisy and erratic low-dimensional motion commands due to the difficulty in decoding neural activity. We introduce a general framework to address these challenges through a combination of computer vision, user intent inference, and arbitration between the human input and autonomous control schemes. Adjustable levels of assistance allow the system to balance the operator's capabilities and feelings of comfort a"
428,landscape,,,,https://openalex.org/W4225669925,2022,CERBERUS: Autonomous Legged and Aerial Robotic Exploration in the Tunnel and Urban Circuits of the DARPA Subterranean Challenge,Marco Tranzatto; Frank Mascarich; Lukas Bernreiter; Carolina Godinho; Marco Camurri; Shehryar Khattak; et al.,Field Robotics,https://doi.org/10.55417/fr.2022011,109,14.3452,6,robot_mapping_and_exploration,,,,,,,,"Autonomous exploration of subterranean environments constitutes a major frontier for robotic systems, as underground settings present key challenges that can render robot autonomy hard to achieve. This problem has motivated the DARPA Subterranean Challenge, where teams of robots search for objects of interest in various underground environments. In response, we present the CERBERUS system-of-systems, as a unified strategy for subterranean exploration using legged and flying robots. Our proposed approach relies on ANYmal quadraped as primary robots, exploiting their endurance and ability to traverse challenging terrain. For aerial robots, we u"
429,landscape,,,,https://openalex.org/W2533802761,2016,"Mobile Manipulation, Tool Use, and Intuitive Interaction for Cognitive Service Robot Cosero",Jorg Stuckler; Max Schwarz; Sven Behnke,Frontiers in Robotics and AI,https://doi.org/10.3389/frobt.2016.00058,34,14.3444,2,robotic_perception_general,,,,,,,,"Cognitive service robots that shall assist persons in need of performing their activities of daily living have recently received much attention in robotics research. Such robots require a vast set of control and perception capabilities to provide useful assistance through mobile manipulation and human-robot interaction. In this article, we present hardware design, perception, and control methods for our cognitive service robot Cosero. We complement autonomous capabilities with handheld teleoperation interfaces on three levels of autonomy. The robot demonstrated various advanced skills, including the use of tools. With our robot, we participat"
430,landscape,,,,https://openalex.org/W2742521058,2017,Design of a wearable interface for lightweight robotic arm for people with mobility impairments,Tommaso Lisini Baldi; Giovanni Spagnoletti; Mihai Dragusanu; Domenico Prattichizzo,,https://doi.org/10.1109/icorr.2017.8009471,25,14.3403,1,robotic_perception_general,,,,,,,,"Many common activities of daily living like open a door or fill a glass of water, which most of us take for granted, could be an insuperable problem for people who have limited mobility or impairments. For years the unique alternative to overcame this limitation was asking for human help. Nowadays thanks to recent studies and technology developments, having an assistive devices to compensate the loss of mobility is becoming a real opportunity. Off-the-shelf assistive robotic manipulators have the capability to improve the life of people with motor impairments. Robotic lightweight arms represent one of the most spread solution, in particular s"
431,landscape,,,,https://openalex.org/W3126714704,2021,Asymmetric Adaptive Fusion in a Two-Stream Network for RGB-D Human Detection,Wenli Zhang; Xiang Guo; Jiaqi Wang; Ning Wang; Kaizhen Chen,Sensors,https://doi.org/10.3390/s21030916,7,14.3278,1,general_3d_vision,,,,,,,,"In recent years, human detection in indoor scenes has been widely applied in smart buildings and smart security, but many related challenges can still be difficult to address, such as frequent occlusion, low illumination and multiple poses. This paper proposes an asymmetric adaptive fusion two-stream network (AAFTS-net) for RGB-D human detection. This network can fully extract person-specific depth features and RGB features while reducing the typical complexity of a two-stream network. A depth feature pyramid is constructed by combining contextual information, with the motivation of combining multiscale depth features to improve the adaptabil"
432,landscape,,,,https://openalex.org/W3171592859,2022,Q-Attention: Enabling Efficient Learning for Vision-Based Robotic Manipulation,Stephen James; Andrew J. Davison,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2022.3140817,5,14.3271,1,tactile_or_multimodal_perception,,,,,,,,"Despite the success of reinforcement learning methods, they have yet to have their breakthrough moment when applied to a broad range of robotic manipulation tasks. This is partly due to the fact that reinforcement learning algorithms are notoriously difficult and time consuming to train, which is exacerbated when training from images rather than full-state inputs. As humans perform manipulation tasks, our eyes closely monitor every step of the process with our gaze focusing sequentially on the objects being manipulated. With this in mind, we present our Attention-driven Robotic Manipulation (ARM) algorithm, which is a general manipulation alg"
433,landscape,,,,https://openalex.org/W2986701260,2019,Depth Completion From Sparse LiDAR Data With Depth-Normal Constraints,Yan Xu; Xinge Zhu; Jianping Shi; Guofeng Zhang; Hujun Bao; Hongsheng Li,,https://doi.org/10.1109/iccv.2019.00290,238,14.3168,1,passive_depth_completion,,,,,,,,"Depth completion aims to recover dense depth maps from sparse depth measurements. It is of increasing importance for autonomous driving and draws increasing attention from the vision community. Most of the current competitive methods directly train a network to learn a mapping from sparse depth inputs to dense depth maps, which has difficulties in utilizing the 3D geometric constraints and handling the practical sensor noises. In this paper, to regularize the depth completion and improve the robustness against noise, we propose a unified CNN framework that 1) models the geometric constraints between depth and surface normal in a diffusion mod"
434,landscape,,,,https://openalex.org/W2565078525,2016,Heuristic 3D object shape completion based on symmetry and scene context,David Schiebener; Andreas Schmidt; Nikolaus Vahrenkamp; Tamim Asfour,,https://doi.org/10.1109/iros.2016.7759037,31,14.313,1,robotic_perception_general,,,,,,,,"Object shape information is essential for robot manipulation tasks, in particular for grasp planning and collision-free motion planning. But in general a complete object model is not available, in particular when dealing with unknown objects. We propose a method for completing shapes that are only partially known, which is a common situation when a robot perceives a new object only from one direction. Our approach is based on the assumption that most objects used in service robotic setups have symmetries. We determine and rate symmetry plane candidates to estimate the hidden parts of the object. By finding possible supporting planes based on"
435,landscape,,,,https://openalex.org/W4294121158,2022,A Survey of Space Robotic Technologies for On-Orbit Assembly,Delun Li; Lou Zhong; Wei Zhu; Zhipeng Xu; Qirong Tang; Wenhao Zhan,Space Science & Technology,https://doi.org/10.34133/2022/9849170,99,14.3118,3,robot_mapping_and_exploration,,,,,,,,"The construction of large structures is one of the main development trends of the space exploration in the future, such as large space stations, large space solar power stations, and large space telescopes. It is one of important development tendency, which aims to make full use of space robots to assemble space structures autonomously in the aerospace industry. Considering that on-orbit assembly is an effective method to solve the problem of construction of large-scale spatial structures, it is necessary to motivate and facilitate the research of space robotics technologies for on-orbit assembly. Therefore, in this paper, the development sta"
436,landscape,,,,https://openalex.org/W4390204077,2023,G2-MonoDepth: A General Framework of Generalized Depth Inference From Monocular RGB+X Data,Haotian Wang; Meng Yang; Nanning Zheng,IEEE Transactions on Pattern Analysis and Machine Intelligence,https://doi.org/10.1109/tpami.2023.3346466,17,14.3116,1,passive_depth_completion,,,,,,,,"Monocular depth inference is a fundamental problem for scene perception of robots. Specific robots may be equipped with a camera plus an optional depth sensor of any type and located in various scenes of different scales, whereas recent advances derived multiple individual sub-tasks. It leads to additional burdens to fine-tune models for specific robots and thereby high-cost customization in large-scale industrialization. This article investigates a unified task of monocular depth inference, which infers high-quality depth maps from all kinds of input raw data from various robots in unseen scenes. A basic benchmark G2-MonoDepth is developed f"
437,landscape,,,,https://openalex.org/W3001418026,2020,Benchmark for Human-to-Robot Handovers of Unseen Containers With Unknown Filling,Ricardo Sanchez-Matilla; Konstantinos Chatzilygeroudis; Apostolos Modas; Nuno Ferreira Duarte; Alessio Xompero; Pascal Frossard; et al.,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2020.2969200,41,14.3082,3,transparent_reflective_depth,,,,,,,,"The real-time estimation through vision of the physical properties of objects manipulated by humans is important to inform the control of robots for performing accurate and safe grasps of objects handed over by humans. However, estimating the 3D pose and dimensions of previously unseen objects using only RGB cameras is challenging due to illumination variations, reflective surfaces, transparencies, and occlusions caused both by the human and the robot. In this letter, we present a benchmark for dynamic human-to-robot handovers that do not rely on a motion capture system, markers, or prior knowledge of specific objects. To facilitate compariso"
438,landscape,,,,https://openalex.org/W4285083380,2022,SVIn2: A multi-sensor fusion-based underwater SLAM system,Sharmin Rahman; Alberto Quattrini Li; Ioannis Rekleitis,The International Journal of Robotics Research,https://doi.org/10.1177/02783649221110259,93,14.2902,1,robot_mapping_and_exploration,,,,,,,,"This paper presents SVIn2, a novel tightly-coupled keyframe-based Simultaneous Localization and Mapping (SLAM) system, which fuses Scanning Profiling Sonar, Visual, Inertial, and water-pressure information in a non-linear optimization framework for small and large scale challenging underwater environments. The developed real-time system features robust initialization, loop-closing, and relocalization capabilities, which make the system reliable in the presence of haze, blurriness, low light, and lighting variations, typically observed in underwater scenarios. Over the last decade, Visual-Inertial Odometry and SLAM systems have shown excellent"
439,landscape,,,,https://openalex.org/W4386973845,2023,Deep Learning for Visual Localization and Mapping: A Survey,Changhao Chen; Bing Wang; Chris Xiaoxuan Lu; Niki Trigoni; Andrew Markham,IEEE Transactions on Neural Networks and Learning Systems,https://doi.org/10.1109/tnnls.2023.3309809,69,14.287,1,robot_mapping_and_exploration,,,,,,,,"Deep-learning-based localization and mapping approaches have recently emerged as a new research direction and receive significant attention from both industry and academia. Instead of creating hand-designed algorithms based on physical models or geometric theories, deep learning solutions provide an alternative to solve the problem in a data-driven way. Benefiting from the ever-increasing volumes of data and computational power on devices, these learning methods are fast evolving into a new area that shows potential to track self-motion and estimate environmental models accurately and robustly for mobile agents. In this work, we provide a com"
440,landscape,,,,https://openalex.org/W4385430678,2023,CLIP-Fields: Weakly Supervised Semantic Fields for Robotic Memory,Nur Muhammad Mahi Shafiullah; Chris Paxton; Lerrel Pinto; Soumith Chintala; Arthur Szlam,,https://doi.org/10.15607/rss.2023.xix.074,68,14.2819,1,robot_mapping_and_exploration,,,,,,,,"We propose CLIP-Fields, an implicit scene model that can be used for a variety of tasks, such as segmentation, instance identification, semantic search over space, and view localization.CLIP-Fields learns a mapping from spatial locations to semantic embedding vectors.Importantly, we show that this mapping can be trained with supervision coming only from webimage and web-text trained models such as CLIP, Detic, and Sentence-BERT; and thus uses no direct human supervision.When compared to baselines like Mask-RCNN, our method outperforms on few-shot instance identification or semantic segmentation on the HM3D dataset with only a fraction of the"
441,landscape,,,,https://openalex.org/W4284968202,2022,Shape Memory Alloy Helical Microrobots with Transformable Capability towards Vascular Occlusion Treatment,Hehua Zhang; Borui Xu; Yi Ouyang; Yunqi Wang; Hong Zhu; Gaoshan Huang; et al.,Research,https://doi.org/10.34133/2022/9842752,21,14.2819,1,robotic_perception_general,,,,,,,,"Practical implementation of minimally invasive biomedical applications has been a long-sought goal for microrobots. In this field, most previous studies only demonstrate microrobots with locomotion ability or performing a single task, unable to be functionalized effectively. Here, we propose a biocompatible shape memory alloy helical microrobot with regulative structure transformation, making it possible to adjust its motion behavior and mechanical properties precisely. Especially, towards vascular occlusion problem, these microrobots reveal a fundamental solution strategy in the mechanical capability using shape memory effect. Such shape-tra"
442,landscape,,,,https://openalex.org/W4200635284,2021,CALVIN: A Benchmark for Language-Conditioned Policy Learning for Long-Horizon Robot Manipulation Tasks,Oier Mees; Lukas Hermann; Erick Rosete-Beas; Wolfram Burgard,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2112.03227,6,14.2811,1,robotic_perception_general,,,,,,,,"General-purpose robots coexisting with humans in their environment must learn to relate human language to their perceptions and actions to be useful in a range of daily tasks. Moreover, they need to acquire a diverse repertoire of general-purpose skills that allow composing long-horizon tasks by following unconstrained language instructions. In this paper, we present CALVIN (Composing Actions from Language and Vision), an open-source simulated benchmark to learn long-horizon language-conditioned tasks. Our aim is to make it possible to develop agents that can solve many robotic manipulation tasks over a long horizon, from onboard sensors, and"
443,landscape,,,,https://openalex.org/W3004962476,2020,A model of collective behavior based purely on vision,Renaud Bastien; Pawe Romanczuk,Science Advances,https://doi.org/10.1126/sciadv.aay0792,159,14.2763,1,robot_mapping_and_exploration,,,,,,,,"Classical models of collective behavior often take a ""bird's-eye perspective,"" assuming that individuals have access to social information that is not directly available (e.g., the behavior of individuals outside of their field of view). Despite the explanatory success of those models, it is now thought that a better understanding needs to incorporate the perception of the individual, i.e., how internal and external information are acquired and processed. In particular, vision has appeared to be a central feature to gather external information and influence the collective organization of the group. Here, we show that a vision-based model of c"
444,landscape,,,,https://openalex.org/W2987273245,2019,Scaling Robot Supervision to Hundreds of Hours with RoboTurk: Robotic Manipulation Dataset through Human Reasoning and Dexterity,Ajay Mandlekar; Jonathan Booher; Max Spero; Albert Tung; Anchit Gupta; Yuke Zhu; et al.,arXiv (Cornell University),https://doi.org/10.48550/arxiv.1911.04052,11,14.2697,1,robotic_perception_general,,,,,,,,"Large, richly annotated datasets have accelerated progress in fields such as computer vision and natural language processing, but replicating these successes in robotics has been challenging. While prior data collection methodologies such as self-supervision have resulted in large datasets, the data can have poor signal-to-noise ratio. By contrast, previous efforts to collect task demonstrations with humans provide better quality data, but they cannot reach the same data magnitude. Furthermore, neither approach places guarantees on the diversity of the data collected, in terms of solution strategies. In this work, we leverage and extend the R"
445,landscape,,,,https://openalex.org/W2167828580,2014,IMU and Multiple RGB-D Camera Fusion for Assisting Indoor Stop-and-Go 3D Terrestrial Laser Scanning,Jacky Chow; Derek D. Lichti; Jeroen D. Hol; Giovanni Bellusci; Henk Luinge,Robotics,https://doi.org/10.3390/robotics3030247,49,14.2692,1,robot_mapping_and_exploration,,,,,,,,"Autonomous Simultaneous Localization and Mapping (SLAM) is an important topic in many engineering fields. Since stop-and-go systems are typically slow and full-kinematic systems may lack accuracy and integrity, this paper presents a novel hybrid continuous stop-and-go mobile mapping system called Scannect. A 3D terrestrial LiDAR system is integrated with a MEMS IMU and two Microsoft Kinect sensors to map indoor urban environments. The Kinects depth maps were processed using a new point-to-plane ICP that minimizes the reprojection error of the infrared camera and projector pair in an implicit iterative extended Kalman filter (IEKF). A new form"
446,landscape,,,,https://openalex.org/W4213197239,2022,How to be Helpful? Supportive Behaviors and Personalization for Human-Robot Collaboration,Olivier Mangin; Alessandro Roncone; Brian Scassellati,Frontiers in Robotics and AI,https://doi.org/10.3389/frobt.2021.725780,18,14.2306,1,transparent_reflective_depth,,,,,,,,"The field of Human-Robot Collaboration (HRC) has seen a considerable amount of progress in recent years. Thanks in part to advances in control and perception algorithms, robots have started to work in increasingly unstructured environments, where they operate side by side with humans to achieve shared tasks. However, little progress has been made toward the development of systems that are truly effective in supporting the human, proactive in their collaboration, and that can autonomously take care of part of the task. In this work, we present a collaborative system capable of assisting a human worker despite limited manipulation capabilities,"
447,landscape,,,,https://openalex.org/W2885882173,2018,White paper - Agricultural Robotics: The Future of Robotic Agriculture,Tom Duckett; Simon Pearson; Simon Blackmore; Bruce Grieve; Melvyn Smith,UWE Research Repository (UWE Bristol),,13,14.2237,1,robotic_perception_general,,,,,,,,"Agri-Food is the largest manufacturing sector in the UK. It supports a food chain that generates over 108bn p.a., with 3.9m employees in a truly international industry and exports 20bn of UK manufactured goods. However, the global food chain is under pressure from population growth, climate change, political pressures affecting migration, population drift from rural to urban regions and the demographics of an aging global population. These challenges are recognised in the UK Industrial Strategy white paper and backed by significant investment via a wave 2 Industrial Challenge Fund Investment (Transforming Food Production: from Farm to Fork)."
448,landscape,,,,https://openalex.org/W4392045156,2024,Enhanced Robot Motion Block of A-Star Algorithm for Robotic Path Planning,Raihan Kabir; Yutaka Watanobe; Md. Rashedul Islam; Keitaro Naruse,Sensors,https://doi.org/10.3390/s24051422,42,14.2164,1,robotic_perception_general,,,,,,,,"An optimized robot path-planning algorithm is required for various aspects of robot movements in applications. The efficacy of the robot path-planning model is vulnerable to the number of search nodes, path cost, and time complexity. The conventional A-star (A*) algorithm outperforms other grid-based algorithms because of its heuristic approach. However, the performance of the conventional A* algorithm is suboptimal for the time, space, and number of search nodes, depending on the robot motion block (RMB). To address these challenges, this paper proposes an optimal RMB with an adaptive cost function to improve performance. The proposed adapti"
449,landscape,,,,https://openalex.org/W3175335528,2021,"Trends of Human-Robot Collaboration in Industry Contexts: Handover, Learning, and Metrics",Afonso Castro; Filipe Silva; Vitor Santos,Sensors,https://doi.org/10.3390/s21124113,98,14.2083,5,robot_mapping_and_exploration,,,,,,,,"Repetitive industrial tasks can be easily performed by traditional robotic systems. However, many other works require cognitive knowledge that only humans can provide. Human-Robot Collaboration (HRC) emerges as an ideal concept of co-working between a human operator and a robot, representing one of the most significant subjects for human-life improvement.The ultimate goal is to achieve physical interaction, where handing over an object plays a crucial role for an effective task accomplishment. Considerable research work had been developed in this particular field in recent years, where several solutions were already proposed. Nonetheless, som"
450,landscape,,,,https://openalex.org/W3138049223,2021,Manipulation Planning for Object Re-Orientation Based on Semantic Segmentation Keypoint Detection,ChingChang Wong; Li-Yu Yeh; ChihCheng Liu; ChiYi Tsai; H. Aoyama,Sensors,https://doi.org/10.3390/s21072280,21,14.1819,1,robotic_perception_general,,,,,,,,"In this paper, a manipulation planning method for object re-orientation based on semantic segmentation keypoint detection is proposed for robot manipulator which is able to detect and re-orientate the randomly placed objects to a specified position and pose. There are two main parts: (1) 3D keypoint detection system; and (2) manipulation planning system for object re-orientation. In the 3D keypoint detection system, an RGB-D camera is used to obtain the information of the environment and can generate 3D keypoints of the target object as inputs to represent its corresponding position and pose. This process simplifies the 3D model representatio"
451,landscape,,,,https://openalex.org/W4323265897,2023,Fieldbased robotic leaf angle detection and characterization of maize plants using stereo vision and deep convolutional neural networks,Lirong Xiang; Jingyao Gai; Yin Bao; Jianming Yu; Patrick S. Schnable; Lie Tang,Journal of Field Robotics,https://doi.org/10.1002/rob.22166,50,14.1761,1,robotic_perception_general,,,,,,,,"Abstract Maize ( Zea mays L.) is one of the three major cereal crops in the world. Leaf angle is an important architectural trait of crops due to its substantial role in light interception by the canopy and hence photosynthetic efficiency. Traditionally, leaf angle has been measured using a protractor, a process that is both slow and laborious. Efficiently measuring leaf angle under field conditions via imaging is challenging due to leaf density in the canopy and the resulting occlusions. However, advances in imaging technologies and machine learning have provided new tools for image acquisition and analysis that could be used to characterize"
452,landscape,,,,https://openalex.org/W2967663764,2019,Multi-Robot Region-of-Interest Reconstruction with Dec-MCTS,Fouad Sukkar; Graeme Best; Chanyeol Yoo; Robert Fitch,,https://doi.org/10.1109/icra.2019.8793560,37,14.1732,1,robotic_perception_general,,,,,,,,"We consider the problem of reconstructing regions of interest of a scene using multiple robot arms and RGB-D sensors. This problem is motivated by a variety of applications, such as precision agriculture and infrastructure inspection. A viewpoint evaluation function is presented that exploits predicted observations and the geometry of the scene. A recently proposed non-myopic planning algorithm, Decentralised Monte Carlo tree search, is used to coordinate the actions of the robot arms. Motion planning is performed over a navigation graph that considers the high-dimensional configuration space of the robot arms. Extensive simulated experiments"
453,landscape,,,,https://openalex.org/W1976353992,2014,Robotically Enhanced Rubber Hand Illusion,Jumpei Arata; Masashi Hattori; Shohei Ichikawa; Masamichi SAKAGUCHI,IEEE Transactions on Haptics,https://doi.org/10.1109/toh.2014.2304722,35,14.1542,2,tactile_or_multimodal_perception,,,,,,,,"The rubber hand illusion is a well-known multisensory illusion. In brief, watching a rubber hand being stroked by a paintbrush while one's own unseen hand is synchronously stroked causes the rubber hand to be attributed to one's own body and to ""feel like it's my hand."" The rubber hand illusion is thought to be triggered by the synchronized tactile stimulation of both the subject's hand and the fake hand. To extend the conventional rubber hand illusion, we introduce robotic technology in the form of a master-slave telemanipulator. The developed one degree-of-freedom master-slave system consists of an exoskeleton master equipped with an optica"
454,landscape,,,,https://openalex.org/W2955472583,2019,A Review on Deep Learning Techniques for 3D Sensed Data Classification,David Griffiths; Jan Boehm,Remote Sensing,https://doi.org/10.3390/rs11121499,148,14.1514,3,robotic_perception_general,,,,,,,,"Over the past decade deep learning has driven progress in 2D image understanding. Despite these advancements, techniques for automatic 3D sensed data understanding, such as point clouds, is comparatively immature. However, with a range of important applications from indoor robotics navigation to national scale remote sensing there is a high demand for algorithms that can learn to automatically understand and classify 3D sensed data. In this paper we review the current state-of-the-art deep learning architectures for processing unstructured Euclidean data. We begin by addressing the background concepts and traditional methodologies. We review"
455,landscape,,,,https://openalex.org/W3157284352,2021,Environment Mapping Using Sensor Fusion of 2D Laser Scanner and 3D Ultrasonic Sensor for a Real Mobile Robot,Tien Quang Tran; Andreas Becker; Damian Grzechca,Sensors,https://doi.org/10.3390/s21093184,19,14.1485,1,robot_mapping_and_exploration,,,,,,,,"Mapping the environment is necessary for navigation, planning and manipulation. In this paper, a fusion framework (as data-in-decision-out) is introduced for a 2D LIDAR and a 3D ultrasonic sensor to achieve three-dimensional mapping without expensive 3D LiDAR scanner or visual processing. Two sensor models are proposed for the two sensors used for map updating. Furthermore, 2D/3D map representations are discussed for our fusion approach. We also compare different probabilistic fusion methods and discuss criterias for choosing appropriate methods. Experiments are carried out with a real ground robot platform in an indoor environment. The 2D an"
456,landscape,,,,https://openalex.org/W2778644252,2017,Towards Advanced Robotic Manipulations for Nuclear Decommissioning,Naresh Marturi; Alireza Rastegarpanah; Vijaykumar Rajasekaran; Valerio Ortenzi; Yasemin Bekiroglu; Jeffrey A. Kuo; et al.,InTech eBooks,https://doi.org/10.5772/intechopen.69739,14,14.1478,1,robotic_perception_general,,,,,,,,"Despite enormous remote handling requirements, remarkably very few robots are being used by the nuclear industry. Most of the remote handling tasks are still performed manually, using conventional mechanical masterslave devices. The few robotic manipulators deployed are directly teleoperated in rudimentary ways, with almost no autonomy or even a preprogrammed motion. In addition, majority of these robots are undersensored (i.e. with no proprioception), which prevents them to use for automatic tasks. In this context, primarily this chapter discusses the human operator performance in accomplishing heavyduty remote handling tasks in hazardous en"
457,landscape,,,,https://openalex.org/W4390703913,2024,Transparency-Aware Segmentation of Glass Objects to Train RGB-Based Pose Estimators,Maira Weidenbach; Tim Laue; Udo Frese,Sensors,https://doi.org/10.3390/s24020432,1,14.1426,1,robotic_perception_general,,,,,,,,"Robotic manipulation requires object pose knowledge for the objects of interest. In order to perform typical household chores, a robot needs to be able to estimate 6D poses for objects such as water glasses or salad bowls. This is especially difficult for glass objects, as for these, depth data are mostly disturbed, and in RGB images, occluded objects are still visible. Thus, in this paper, we propose to redefine the ground-truth for training RGB-based pose estimators in two ways: (a) we apply a transparency-aware multisegmentation, in which an image pixel can belong to more than one object, and (b) we use transparency-aware bounding boxes, w"
